2 60
2 65
2 65
2 65
2 66
2 66
2 67
2 69
2 75
2 75
2 75
2 75
2 76
2 76
2 77
2 77
2 77
2 78
2 78
2 78
2 78
2 79
2 79
2 79
2 79
2 79
2 79
2 81
2 81
3 77
3 78
3 79
3 79
3 79
3 79
3 79
3 79
3 79
3 79
3 80
3 80
3 80
3 80
3 80
3 81
3 81
3 81
3 81
3 81
3 81
3 81
3 81
3 82
3 82
3 83
3 83
3 83
3 83
3 83
4 63
4 64
4 67
4 67
4 68
4 71
4 71
4 72
4 73
4 73
4 73
4 74
4 74
4 75
4 75
4 75
4 75
4 75
4 77
4 77
4 77
4 77
4 78
4 78
4 78
4 79
4 79
4 79
4 81
5 56
5 58
5 60
5 60
5 63
5 63
5 65
5 69
5 69
5 70
5 70
5 71
5 71
5 71
5 71
5 71
5 71
5 72
5 73
5 73
5 73
5 74
5 74
5 75
5 77
5 77
5 77
5 77
5 78
6 54
6 55
6 56
6 57
6 57
6 57
6 58
6 58
6 58
6 60
6 61
6 61
6 61
6 61
6 62
6 62
6 63
6 63
6 63
6 63
6 63
6 63
6 63
6 63
6 64
6 64
6 65
6 65
