00 00 01 00 02 10 00 71 00 01 00 05 00 02 C4 75 02 63 00 00 01 C8 47 6C 
00 00 01 00 06 10 00 71 00 01 00 05 00 06 BF 75 06 63 00 00 01 C8 48 6B 
00 00 01 00 02 10 00 71 00 01 00 05 00 02 C4 75 02 63 00 00 01 C8 47 6C 
00 00 01 00 06 10 00 71 00 03 00 05 00 03 C6 75 03 63 00 00 01 C8 4E 6B 
00 00 01 00 02 10 00 71 00 01 00 05 00 02 C5 75 02 63 00 00 01 C9 4B 6B 
00 00 01 00 02 10 00 71 00 01 00 05 00 02 CD 75 02 63 00 00 01 D1 4F 6B 
00 00 01 00 06 10 00 71 00 01 00 05 00 06 C7 75 06 63 00 00 01 D1 46 6B 
00 00 01 00 06 10 00 71 00 02 00 05 00 05 CB 75 05 63 00 00 01 D1 4D 6B 
00 00 01 00 06 10 00 71 00 03 00 05 00 03 CF 75 03 63 00 00 01 D1 40 6A 
00 00 01 00 06 10 00 71 00 02 00 05 00 04 C8 75 04 63 00 00 01 D1 4D 6C 
00 00 01 00 02 10 00 71 00 01 00 05 00 02 CE 75 02 63 00 00 01 D2 47 6C 
00 00 01 00 06 10 00 71 00 01 00 05 00 06 C8 75 06 63 00 00 01 D2 48 6C 
00 00 01 00 06 10 00 71 00 02 00 05 00 04 C9 75 04 63 00 00 01 D2 4D 6C 
00 00 01 00 06 10 00 71 00 02 00 05 00 05 CC 75 05 63 00 00 01 D2 4A 6C 
00 00 01 00 06 10 00 71 00 03 00 05 00 03 D0 75 03 63 00 00 01 D2 4A 6B 
00 00 01 00 02 10 00 71 00 01 00 05 00 02 CF 75 02 63 00 00 01 D3 4A 6B 
00 00 01 00 06 10 00 71 00 01 00 05 00 06 C9 75 06 63 00 00 01 D3 45 6B 
00 00 01 00 06 10 00 71 00 02 00 05 00 05 CD 75 05 63 00 00 01 D3 4D 6B 
00 00 01 00 06 10 00 71 00 02 00 05 00 04 CA 75 04 63 00 00 01 D3 4D 6C 
00 00 01 00 06 10 00 71 00 03 00 05 00 03 D1 75 03 63 00 00 01 D3 4D 6C 
00 00 01 00 06 10 00 71 00 01 00 05 00 06 CA 75 06 63 00 00 01 D4 45 6C 
00 00 01 00 06 10 00 71 00 02 00 05 00 05 CE 75 05 63 00 00 01 D4 4B 6C 
00 00 01 00 02 10 00 71 00 01 00 05 00 02 D0 75 02 63 00 00 01 D4 48 6C 
00 00 01 00 06 10 00 71 00 02 00 05 00 04 CB 75 04 63 00 00 01 D4 49 6C 
00 00 01 00 06 10 00 71 00 03 00 05 00 03 D2 75 03 63 00 00 01 D4 4C 6B 
00 00 01 00 06 10 00 71 00 01 00 05 00 06 CB 75 06 63 00 00 01 D5 45 6C 
00 00 01 00 02 10 00 71 00 01 00 05 00 02 D1 75 02 63 00 00 01 D5 47 6C 
00 00 01 00 06 10 00 71 00 01 00 05 00 06 CB 75 06 63 00 00 01 D5 45 6C 
00 00 01 00 02 10 00 71 00 01 00 05 00 02 D1 75 02 63 00 00 01 D5 47 6C 
00 00 01 00 06 10 00 71 00 02 00 05 00 05 CF 75 05 63 00 00 01 D5 4D 6B 
00 00 01 00 06 10 00 71 00 02 00 05 00 04 CC 75 04 63 00 00 01 D5 4A 6C 
00 00 01 00 06 10 00 71 00 03 00 05 00 03 D3 75 03 63 00 00 01 D5 4B 6B 
00 00 01 00 02 10 00 71 00 01 00 05 00 02 D2 75 02 63 00 00 01 D6 4A 6A 
00 00 01 00 06 10 00 71 00 01 00 05 00 06 CC 75 06 63 00 00 01 D6 46 6B 
00 00 01 00 06 10 00 71 00 02 00 05 00 04 CD 75 04 63 00 00 01 D6 45 6B 
00 00 01 00 06 10 00 71 00 02 00 05 00 05 D0 75 05 63 00 00 01 D6 4E 6C 
00 00 01 00 06 10 00 71 00 03 00 05 00 03 D4 75 03 63 00 00 01 D6 4A 6B 
00 00 01 00 06 10 00 71 00 01 00 05 00 06 CD 75 06 63 00 00 01 D7 46 6C 
00 00 01 00 02 10 00 71 00 01 00 05 00 02 D3 75 02 63 00 00 01 D7 4B 6B 
00 00 01 00 06 10 00 71 00 02 00 05 00 04 CE 75 04 63 00 00 01 D7 4D 6C 
00 00 01 00 02 10 00 71 00 01 00 05 00 02 D3 75 02 63 00 00 01 D7 4B 6B 
00 00 01 00 06 10 00 71 00 02 00 05 00 05 D1 75 05 63 00 00 01 D7 49 6C 
00 00 01 00 06 10 00 71 00 03 00 05 00 03 D5 75 03 63 00 00 01 D7 48 6A 
00 00 01 00 06 10 00 71 00 01 00 05 00 06 CE 75 06 63 00 00 01 D8 47 6B 
00 00 01 00 02 10 00 71 00 01 00 05 00 02 D4 75 02 63 00 00 01 D8 4D 6A 
00 00 01 00 06 10 00 71 00 02 00 05 00 05 D2 75 05 63 00 00 01 D8 4B 6B 
00 00 01 00 02 10 00 71 00 01 00 05 00 02 D4 75 02 63 00 00 01 D8 4D 6A 
00 00 01 00 06 10 00 71 00 02 00 05 00 04 CF 75 04 63 00 00 01 D8 50 6C 
00 00 01 00 06 10 00 71 00 03 00 05 00 03 D6 75 03 63 00 00 01 D8 49 6B 
