00 00 01 00 02 10 00 71 00 01 00 05 00 02 77 75 02 63 00 00 00 80 38 5A 
00 00 01 00 03 10 00 71 00 01 00 07 00 03 7B 75 03 63 00 00 00 80 40 6A 
00 00 01 00 02 10 00 71 00 02 00 05 00 06 7E 75 06 63 00 00 00 80 49 6B 
00 00 01 00 03 10 00 71 00 01 00 07 00 03 7C 75 03 63 00 00 00 81 41 6A 
00 00 01 00 02 10 00 71 00 02 00 05 00 04 80 75 04 63 00 00 00 81 45 6B 
00 00 01 00 03 10 00 71 00 01 00 09 00 03 8F 75 03 63 00 00 00 94 43 69 
00 00 01 00 02 10 00 71 00 02 00 05 00 04 93 75 04 63 00 00 00 94 46 6C 
00 00 01 00 05 10 00 71 00 01 00 0B 00 05 93 75 05 63 00 00 00 94 53 6B 
00 00 01 00 02 10 00 71 00 02 00 05 00 06 92 75 06 63 00 00 00 94 4F 6B 
00 00 01 00 05 10 00 71 00 01 00 0B 00 05 94 75 05 63 00 00 00 95 53 6B 
00 00 01 00 02 10 00 71 00 01 00 05 00 02 88 75 02 63 00 00 00 95 3C 69 
00 00 01 00 02 10 00 71 00 02 00 05 00 04 94 75 04 63 00 00 00 95 4A 6C 
00 00 01 00 03 10 00 71 00 01 00 09 00 03 90 75 03 63 00 00 00 95 42 6A 
00 00 01 00 02 10 00 71 00 02 00 05 00 06 93 75 06 63 00 00 00 95 50 6A 
00 00 01 00 05 10 00 71 00 01 00 0B 00 05 95 75 05 63 00 00 00 96 53 6C 
00 00 01 00 02 10 00 71 00 01 00 05 00 02 89 75 02 63 00 00 00 96 38 59 
00 00 01 00 02 10 00 71 00 02 00 05 00 04 95 75 04 63 00 00 00 96 45 6C 
00 00 01 00 03 10 00 71 00 01 00 09 00 03 91 75 03 63 00 00 00 96 44 66 
00 00 01 00 02 10 00 71 00 02 00 05 00 06 94 75 06 63 00 00 00 96 4F 6B 
00 00 01 00 03 10 00 71 00 01 00 09 00 03 92 75 03 63 00 00 00 97 47 6B 
00 00 01 00 02 10 00 71 00 01 00 05 00 02 8A 75 02 63 00 00 00 97 3A 67 
00 00 01 00 05 10 00 71 00 01 00 0A 00 05 96 75 05 63 00 00 00 97 52 6B 
00 00 01 00 02 10 00 71 00 02 00 05 00 04 96 75 04 63 00 00 00 97 46 6B 
00 00 01 00 02 10 00 71 00 02 00 05 00 06 95 75 06 63 00 00 00 97 4F 6C 
00 00 01 00 05 10 00 71 00 01 00 0A 00 05 97 75 05 63 00 00 00 98 53 6C 
00 00 01 00 02 10 00 71 00 01 00 05 00 02 8B 75 02 63 00 00 00 98 3E 6B 
00 00 01 00 02 10 00 71 00 02 00 05 00 06 96 75 06 63 00 00 00 98 4F 6C 
00 00 01 00 03 10 00 71 00 01 00 09 00 03 93 75 03 63 00 00 00 98 44 6A 
00 00 01 00 02 10 00 71 00 02 00 05 00 04 97 75 04 63 00 00 00 98 47 6C 
00 00 01 00 05 10 00 71 00 01 00 0A 00 05 98 75 05 63 00 00 00 99 52 6B 
00 00 01 00 03 10 00 71 00 01 00 09 00 03 94 75 03 63 00 00 00 99 43 6A 
00 00 01 00 02 10 00 71 00 01 00 05 00 02 8C 75 02 63 00 00 00 99 3E 6B 
00 00 01 00 02 10 00 71 00 02 00 05 00 06 97 75 06 63 00 00 00 99 50 6B 
00 00 01 00 02 10 00 71 00 02 00 05 00 04 98 75 04 63 00 00 00 99 48 6B 
00 00 01 00 03 10 00 71 00 01 00 09 00 03 95 75 03 63 00 00 00 9A 43 68 
00 00 01 00 05 10 00 71 00 01 00 0A 00 05 99 75 05 63 00 00 00 9A 53 6C 
00 00 01 00 02 10 00 71 00 01 00 05 00 02 8D 75 02 63 00 00 00 9A 41 6B 
00 00 01 00 02 10 00 71 00 02 00 05 00 04 99 75 04 63 00 00 00 9A 49 6B 
00 00 01 00 02 10 00 71 00 02 00 05 00 06 98 75 06 63 00 00 00 9A 50 6B 
00 00 01 00 05 10 00 71 00 01 00 0A 00 05 9A 75 05 63 00 00 00 9B 53 6B 
00 00 01 00 02 10 00 71 00 01 00 05 00 02 8E 75 02 63 00 00 00 9B 45 6C 
00 00 01 00 02 10 00 71 00 02 00 05 00 06 99 75 06 63 00 00 00 9B 4F 6C 
00 00 01 00 02 10 00 71 00 02 00 05 00 04 9A 75 04 63 00 00 00 9B 45 6B 
00 00 01 00 03 10 00 71 00 01 00 09 00 03 96 75 03 63 00 00 00 9B 47 67 
00 00 01 00 02 10 00 71 00 01 00 05 00 02 8F 75 02 63 00 00 00 9C 43 6C 
00 00 01 00 03 10 00 71 00 01 00 09 00 03 97 75 03 63 00 00 00 9C 42 69 
00 00 01 00 02 10 00 71 00 02 00 05 00 04 9B 75 04 63 00 00 00 9C 49 6A 
00 00 01 00 05 10 00 71 00 01 00 09 00 05 9B 75 05 63 00 00 00 9C 52 6C 
00 00 01 00 02 10 00 71 00 02 00 05 00 06 9A 75 06 63 00 00 00 9C 4F 6B 
00 00 01 00 02 10 00 71 00 01 00 05 00 02 90 75 02 63 00 00 00 9D 3E 68 
00 00 01 00 02 10 00 71 00 02 00 05 00 06 9B 75 06 63 00 00 00 9D 4D 6B 
00 00 01 00 05 10 00 71 00 01 00 09 00 05 9C 75 05 63 00 00 00 9D 53 6B 
00 00 01 00 02 10 00 71 00 02 00 05 00 04 9C 75 04 63 00 00 00 9D 42 6A 
00 00 01 00 02 10 00 71 00 01 00 05 00 02 91 75 02 63 00 00 00 9E 3C 61 
00 00 01 00 02 10 00 71 00 02 00 05 00 04 9D 75 04 63 00 00 00 9E 40 6A 
00 00 01 00 02 10 00 71 00 02 00 05 00 06 9C 75 06 63 00 00 00 9E 4D 6C 
00 00 01 00 05 10 00 71 00 01 00 0A 00 05 9D 75 05 63 00 00 00 9E 52 6C 
00 00 01 00 03 10 00 71 00 01 00 09 00 03 98 75 03 63 00 00 00 9E 3A 55 
00 00 01 00 03 10 00 71 00 01 00 0C 00 03 98 75 03 63 00 00 00 9E 3A 55 
00 00 01 00 02 10 00 71 00 01 00 05 00 02 92 75 02 63 00 00 00 9F 3E 6A 
00 00 01 00 03 10 00 71 00 01 00 0C 00 03 99 75 03 63 00 00 00 9F 41 68 
00 00 01 00 02 10 00 71 00 01 00 05 00 02 92 75 02 63 00 00 00 9F 3E 6A 
00 00 01 00 02 10 00 71 00 02 00 05 00 06 9D 75 06 63 00 00 00 9F 4B 6A 
