00 00 01 00 03 10 00 71 00 01 00 05 00 03 6A 75 03 63 00 00 06 96 49 69 
00 00 01 00 02 10 00 71 00 01 00 05 00 02 6D 75 02 63 00 00 06 96 44 6B 
00 00 01 00 03 10 00 71 00 02 00 05 00 04 67 75 04 63 00 00 06 96 47 6C 
00 00 01 00 02 10 00 71 00 01 00 05 00 02 6E 75 02 63 00 00 06 97 47 6B 
00 00 01 00 03 10 00 71 00 02 00 05 00 04 68 75 04 63 00 00 06 97 49 6B 
00 00 01 00 03 10 00 71 00 01 00 05 00 03 77 75 03 63 00 00 06 A3 47 6C 
00 00 01 00 02 10 00 71 00 01 00 05 00 02 7A 75 02 63 00 00 06 A3 49 68 
00 00 01 00 06 10 00 71 00 01 00 0B 00 06 6E 75 06 63 00 00 06 A3 42 6A 
00 00 01 00 03 10 00 71 00 02 00 05 00 05 71 75 05 63 00 00 06 A3 40 6B 
00 00 01 00 03 10 00 71 00 02 00 05 00 04 74 75 04 63 00 00 06 A3 49 6B 
00 00 01 00 02 10 00 71 00 01 00 05 00 02 7B 75 02 63 00 00 06 A4 4A 6C 
00 00 01 00 03 10 00 71 00 01 00 05 00 03 78 75 03 63 00 00 06 A4 49 6B 
00 00 01 00 06 10 00 71 00 01 00 0B 00 06 6F 75 06 63 00 00 06 A4 42 6A 
00 00 01 00 03 10 00 71 00 02 00 05 00 05 72 75 05 63 00 00 06 A4 3F 68 
00 00 01 00 03 10 00 71 00 02 00 05 00 04 75 75 04 63 00 00 06 A4 48 6C 
00 00 01 00 06 10 00 71 00 01 00 0B 00 06 70 75 06 63 00 00 06 A5 44 6C 
00 00 01 00 02 10 00 71 00 01 00 05 00 02 7C 75 02 63 00 00 06 A5 4B 6B 
00 00 01 00 03 10 00 71 00 01 00 05 00 03 79 75 03 63 00 00 06 A5 48 69 
00 00 01 00 03 10 00 71 00 02 00 05 00 05 73 75 05 63 00 00 06 A5 42 6B 
00 00 01 00 03 10 00 71 00 02 00 05 00 04 76 75 04 63 00 00 06 A5 47 6C 
00 00 01 00 03 10 00 71 00 01 00 05 00 03 7A 75 03 63 00 00 06 A6 48 6C 
00 00 01 00 02 10 00 71 00 01 00 05 00 02 7D 75 02 63 00 00 06 A6 4B 6C 
00 00 01 00 06 10 00 71 00 01 00 0B 00 06 71 75 06 63 00 00 06 A6 45 6B 
