00 00 01 00 02 10 00 71 00 01 00 05 00 02 8E 75 02 63 00 00 04 AC 36 49 
00 00 01 00 02 10 00 71 00 02 00 05 00 03 98 75 03 63 00 00 04 AC 44 6A 
00 00 01 00 02 10 00 71 00 04 00 05 00 05 AA 75 05 63 00 00 04 AC 4F 6B 
00 00 01 00 02 10 00 71 00 02 00 05 00 03 99 75 03 63 00 00 04 AD 43 6A 
00 00 01 00 02 10 00 71 00 04 00 05 00 05 AB 75 05 63 00 00 04 AD 4F 6C 
00 00 01 00 02 10 00 71 00 01 00 05 00 02 9C 75 02 63 00 00 04 BF 44 69 
00 00 01 00 02 10 00 71 00 02 00 05 00 03 AB 75 03 63 00 00 04 BF 44 68 
00 00 01 00 02 10 00 71 00 03 00 05 00 06 BA 75 06 63 00 00 04 BF 40 6C 
00 00 01 00 02 10 00 71 00 04 00 05 00 04 B6 75 04 63 00 00 04 BF 47 6B 
00 00 01 00 02 10 00 71 00 04 00 05 00 05 BD 75 05 63 00 00 04 BF 4E 6C 
00 00 01 00 02 10 00 71 00 01 00 05 00 02 9D 75 02 63 00 00 04 C0 42 6A 
00 00 01 00 02 10 00 71 00 02 00 05 00 03 AC 75 03 63 00 00 04 C0 46 69 
00 00 01 00 02 10 00 71 00 03 00 05 00 06 BB 75 06 63 00 00 04 C0 41 69 
00 00 01 00 02 10 00 71 00 04 00 05 00 05 BE 75 05 63 00 00 04 C0 4E 6A 
00 00 01 00 02 10 00 71 00 04 00 05 00 04 B7 75 04 63 00 00 04 C0 47 6C 
00 00 01 00 02 10 00 71 00 01 00 05 00 02 9E 75 02 63 00 00 04 C1 40 6B 
00 00 01 00 02 10 00 71 00 02 00 05 00 03 AD 75 03 63 00 00 04 C1 47 6B 
00 00 01 00 02 10 00 71 00 03 00 05 00 06 BC 75 06 63 00 00 04 C1 3A 65 
00 00 01 00 02 10 00 71 00 04 00 05 00 05 BF 75 05 63 00 00 04 C1 4F 6B 
00 00 01 00 02 10 00 71 00 04 00 05 00 04 B8 75 04 63 00 00 04 C1 4D 6C 
00 00 01 00 02 10 00 71 00 01 00 05 00 02 9F 75 02 63 00 00 04 C2 3D 65 
00 00 01 00 02 10 00 71 00 02 00 05 00 03 AE 75 03 63 00 00 04 C2 48 6B 
00 00 01 00 02 10 00 71 00 03 00 05 00 06 BD 75 06 63 00 00 04 C2 41 67 
00 00 01 00 02 10 00 71 00 04 00 05 00 05 C0 75 05 63 00 00 04 C2 4F 6B 
00 00 01 00 02 10 00 71 00 04 00 05 00 04 B9 75 04 63 00 00 04 C2 4F 6C 
00 00 01 00 02 10 00 71 00 01 00 05 00 02 A0 75 02 63 00 00 04 C3 3F 67 
00 00 01 00 02 10 00 71 00 02 00 05 00 03 AF 75 03 63 00 00 04 C3 47 6C 
00 00 01 00 02 10 00 71 00 03 00 05 00 06 BE 75 06 63 00 00 04 C3 41 6B 
