00 00 01 00 03 10 00 71 00 02 00 05 00 02 84 75 02 09 00 00 01 0E 3A 61 
00 00 01 00 03 10 00 71 00 03 00 05 00 04 49 75 04 09 00 00 01 0E 4B 6C 
00 00 01 00 03 10 00 71 00 05 00 05 00 06 7D 75 06 09 00 00 01 0E 4B 6B 
00 00 01 00 03 10 00 71 00 02 00 05 00 02 85 75 02 09 00 00 01 0F 3A 66 
00 00 01 00 03 10 00 71 00 04 00 05 00 05 85 75 05 09 00 00 01 0F 55 6B 
00 00 01 00 03 10 00 71 00 01 00 05 00 03 8F 75 03 09 00 00 01 18 49 6A 
00 00 01 00 03 10 00 71 00 02 00 05 00 02 8E 75 02 09 00 00 01 18 4D 6B 
00 00 01 00 03 10 00 71 00 03 00 05 00 04 53 75 04 09 00 00 01 18 57 6C 
00 00 01 00 03 10 00 71 00 04 00 05 00 05 8E 75 05 09 00 00 01 18 54 6C 
00 00 01 00 03 10 00 71 00 05 00 05 00 06 87 75 06 09 00 00 01 18 51 6B 
00 00 01 00 03 10 00 71 00 01 00 05 00 03 90 75 03 09 00 00 01 19 51 6A 
00 00 01 00 03 10 00 71 00 02 00 05 00 02 8F 75 02 09 00 00 01 19 49 6B 
00 00 01 00 03 10 00 71 00 03 00 05 00 04 54 75 04 09 00 00 01 19 57 6C 
00 00 01 00 03 10 00 71 00 04 00 05 00 05 8F 75 05 09 00 00 01 19 53 6C 
00 00 01 00 03 10 00 71 00 05 00 05 00 06 88 75 06 09 00 00 01 19 50 6B 
00 00 01 00 03 10 00 71 00 01 00 05 00 03 91 75 03 09 00 00 01 1A 4F 6A 
00 00 01 00 03 10 00 71 00 02 00 05 00 02 90 75 02 09 00 00 01 1A 4B 6C 
00 00 01 00 03 10 00 71 00 03 00 05 00 04 55 75 04 09 00 00 01 1A 59 6C 
00 00 01 00 03 10 00 71 00 04 00 05 00 05 90 75 05 09 00 00 01 1A 53 6A 
00 00 01 00 03 10 00 71 00 05 00 05 00 06 89 75 06 09 00 00 01 1A 4F 6A 
00 00 01 00 03 10 00 71 00 01 00 05 00 03 92 75 03 09 00 00 01 1B 50 6B 
00 00 01 00 03 10 00 71 00 02 00 05 00 02 91 75 02 09 00 00 01 1B 4B 6C 
00 00 01 00 03 10 00 71 00 03 00 05 00 04 56 75 04 09 00 00 01 1B 57 6C 
00 00 01 00 03 10 00 71 00 04 00 05 00 05 91 75 05 09 00 00 01 1B 53 6B 
00 00 01 00 03 10 00 71 00 05 00 05 00 06 8A 75 06 09 00 00 01 1B 4F 6A 
00 00 01 00 03 10 00 71 00 01 00 05 00 03 93 75 03 09 00 00 01 1C 4F 69 
00 00 01 00 03 10 00 71 00 02 00 05 00 02 92 75 02 09 00 00 01 1C 4B 6B 
00 00 01 00 03 10 00 71 00 03 00 05 00 04 57 75 04 09 00 00 01 1C 59 6C 
00 00 01 00 03 10 00 71 00 04 00 05 00 05 92 75 05 09 00 00 01 1C 52 6C 
00 00 01 00 03 10 00 71 00 05 00 05 00 06 8B 75 06 09 00 00 01 1C 4F 6C 
00 00 01 00 03 10 00 71 00 01 00 05 00 03 94 75 03 09 00 00 01 1D 4D 6C 
00 00 01 00 03 10 00 71 00 02 00 05 00 02 93 75 02 09 00 00 01 1D 49 6B 
00 00 01 00 03 10 00 71 00 03 00 05 00 04 58 75 04 09 00 00 01 1D 57 6C 
00 00 01 00 03 10 00 71 00 04 00 05 00 05 93 75 05 09 00 00 01 1D 51 6C 
00 00 01 00 03 10 00 71 00 05 00 05 00 06 8C 75 06 09 00 00 01 1D 4F 6A 
