4 79 5 81       
2 72 3 78 4 80 5 81 6 70 
2 73 3 78 4 81 5 81 6 71 
2 73 3 79 4 81 5 81 6 70 
2 74 3 77 4 81 5 81 6 68 
2 73 3 77 4 81 5 83 6 69 
2 71 3 76 4 81 5 83 6 67 
2 72 3 76 4 81 5 83 6 65 
2 74 3 76 4 79 5 81 6 66 
2 73 3 77 4 80 5 82 6 65 
2 72 3 76 4 79 5 82 6 65 
2 71 3 76 4 81 5 83 6 65 
2 71 3 79 4 81 5 83 6 65 
2 76 3 80 4 79 5 83 6 69 
2 77 3 79 4 79 5 81 6 73 
2 77 3 79 4 79 5 81 6 69 
2 78 3 79 4 80 5 81 6 67 
2 72 3 74 4 71 5 80 6 69 
2 73 3 78 4 81 5 80 6 68 
2 76 3 79 4 80 5 79 6 69 
2 75 3 79 4 79 5 79 6 68 
2 75 3 79 4 79 5 79 6 67 
2 74 3 79 4 79 5 79 6 67 
2 75 3 78 4 80 5 81 6 66 
2 74 3 79 4 79 5 80 6 67 
2 75 3 80 4 79 5 79 6 67 
2 74 3 79 4 78 5 79 6 68 
2 71 3 79 4 79 5 80 6 68 
2 71 3 79 4 81 5 81 6 67 
2 70 3 79 4 81 5 81 6 66 
2 71 3 78 4 81 5 83 6 67 
