4 66 6 80       
2 75 3 69 4 67 5 85 6 79 
2 75 3 69 4 68 5 85 6 79 
2 75 3 72 4 69 5 84 6 79 
2 75 3 72 4 69 5 85 6 79 
2 74 3 70 4 67 5 84 6 80 
2 73 3 72 4 67 5 85 6 80 
2 74 3 74 4 70 5 87 6 78 
2 74 3 74 4 70 5 86 6 79 
2 75 3 75 4 71 5 85 6 79 
2 77 3 76 4 69 5 85 6 79 
2 75 3 75 4 70 5 84 6 79 
2 76 3 75 4 73 5 83 6 79 
2 75 3 78 4 71 5 82 6 76 
2 73 3 78 4 73 5 83 6 75 
2 73 3 79 4 71 5 83 6 76 
2 73 3 79 4 71 5 83 6 77 
2 73 3 78 4 73 5 85   
2 73 3 79 4 73 5 85 6 75 
2 74 3 79 4 71 5 85 6 75 
2 73 3 79 4 71 5 85 6 74 
2 74 3 79 4 71 5 85 6 77 
2 74 3 79 4 73 5 84 6 77 
2 75 3 78 4 71 5 84 6 77 
2 75 3 79 4 71 5 85 6 78 
2 75 3 79 4 70 5 84 6 77 
2 74 3 78 4 71 5 85 6 77 
2 74 3 79 4 73 5 84 6 77 
2 74 3 79 4 72 5 84 6 77 
2 73 3 79 4 73 5 84 6 77 
2 73 3 78 4 71 5 84 6 77 
