2 69 3 74 4 79 5 81 6 65 
2 68 3 74 4 79 5 81 6 67 
2 70 3 73 4 79 5 81 6 64 
2 69 3 75 4 79 5 81 6 64 
2 69 3 74 4 79 5 80 6 64 
2 69 3 73 4 79 5 81 6 63 
2 69 3 74 4 79 5 80 6 64 
2 69 3 74 4 79 5 81 6 64 
2 70 3 73 4 79 5 80 6 63 
2 66 3 73 4 79 5 81 6 65 
2 63 3 73 4 79 5 80 6 67 
2 62 3 73 4 78 5 80 6 68 
2 60 3 72 4 77 5 79 6 69 
2 61 3 73 4 78 5 80 6 68 
2 63 3 73 4 79 5 80 6 67 
2 63 3 73 5 80 6 67   
2 62 3 73 4 79 5 80 6 67 
2 63 3 72 4 79 5 81 6 67 
2 59 3 73 4 78 5 79 6 69 
2 57 3 73 4 77 5 79 6 69 
2 58 3 73 4 77 5 79 6 68 
2 59 3 73 4 77 5 79 6 69 
2 59 3 73 4 77 5 79 6 69 
2 61 3 73 4 79 5 80 6 68 
2 60 3 74 4 79 5 80 6 68 
2 58 3 73 4 79 5 79 6 69 
2 62 3 73 4 79 5 80 6 68 
2 60 3 73 4 77 5 79 6 68 
2 58 3 73 4 77 5 79 6 69 
2 63 3 73 4 77 5 79 6 68 
2 65 3 73 4 78 5 79 6 69 
